"","req_id","src_sys_cd","LT","SubCnt","DistrCnt","RespCnt","CompSubClass","CompDistrClass","WinLose","NTE","SubRt","Sub_NTE","SubTime","SubRank","Result"
"1462","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,139.55,0.507,3,3,"Shortlist"
"1463","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,135,0.491,4,4,"Shortlist"
"1464","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","1",275,175,0.636,4,5,"Hire"
"1465","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,138,0.502,6,6,"Shortlist"
"1466","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,139.5,0.507,6,7,"Shortlist"
"1467","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,131.55,0.478,6,8,"Shortlist"
"1468","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,165,0.6,10,9,"Shortlist"
"1469","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,175,0.636,11,10,"Shortlist"
"1470","1073-1                   ","BL        ","Engineering",11,5,6,"Medium","Medium","0",275,165,0.6,12,11,"Shortlist"
"1471","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,1,1,"Shortlist"
"1472","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-761,2,"Shortlist"
"1473","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-761,3,"Shortlist"
"1474","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,1,4,"Shortlist"
"1475","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-757,5,"Interview"
"1476","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,5,6,"Interview"
"1477","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-757,7,"Interview"
"1478","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,5,8,"Interview"
"1479","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-756,9,"Interview"
"1480","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,6,10,"Interview"
"1481","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,6,11,"Submit Only"
"1482","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-756,12,"Submit Only"
"1483","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,8,13,"Shortlist"
"1484","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-754,14,"Shortlist"
"1485","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","1",148.51,17.9,0.121,-754,15,"Hire"
"1486","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","1",17.9,17.9,1,8,16,"Hire"
"1487","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,8,17,"Interview"
"1488","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-754,18,"Interview"
"1489","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,9,19,"Interview"
"1490","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-753,20,"Interview"
"1491","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-753,21,"Submit Only"
"1492","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,9,22,"Submit Only"
"1493","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-751,23,"Interview"
"1494","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,11,24,"Interview"
"1495","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-750,25,"Submit Only"
"1496","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,12,26,"Submit Only"
"1497","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,13,27,"Shortlist"
"1498","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-749,28,"Shortlist"
"1499","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-749,29,"Submit Only"
"1500","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,13,30,"Submit Only"
"1501","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,13,31,"Submit Only"
"1502","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-749,32,"Submit Only"
"1503","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.36,0.97,14,33,"Submit Only"
"1504","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.36,0.117,-748,34,"Submit Only"
"1505","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-748,35,"Submit Only"
"1506","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,14,36,"Submit Only"
"1507","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,17.9,0.121,-748,37,"Submit Only"
"1508","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,17.9,1,14,38,"Submit Only"
"1509","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,129.14,7.215,763,39,"Submit Only"
"1510","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,129.14,0.87,1,40,"Submit Only"
"1511","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,129,7.207,764,41,"Submit Only"
"1512","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,129,0.869,2,42,"Submit Only"
"1513","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,129.14,0.87,2,43,"Submit Only"
"1514","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,129.14,7.215,764,44,"Submit Only"
"1515","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,129.14,0.87,3,45,"Shortlist"
"1516","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,129.14,7.215,765,46,"Shortlist"
"1517","10730-1                  ","BL        ","Information Technology",24,16,9,"High","Medium","0",148.51,126,0.848,3,47,"Submit Only"
"1518","10730-1                  ","BL        ","Admin / Clerical",24,16,9,"High","Medium","0",17.9,126,7.039,765,48,"Submit Only"
"1519","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,93,0.531,3,1,"Shortlist"
"1520","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,113,0.646,3,2,"Shortlist"
"1521","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,120,0.686,5,3,"Shortlist"
"1522","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,105,0.6,5,4,"Interview"
"1523","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,105,0.6,5,5,"Shortlist"
"1524","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,115,0.657,7,6,"Shortlist"
"1525","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,104.75,0.599,10,7,"Shortlist"
"1526","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,109.75,0.627,10,8,"Interview"
"1527","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,106.75,0.61,11,9,"Shortlist"
"1528","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","1",175,108.25,0.619,11,10,"Hire"
"1529","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,120,0.686,14,11,"Shortlist"
"1530","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,95,0.543,14,12,"Shortlist"
"1531","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,98.5,0.563,25,13,"Shortlist"
"1532","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,122,0.697,26,14,"Shortlist"
"1533","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,110,0.629,59,15,"Shortlist"
"1534","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,107.25,0.613,60,16,"Shortlist"
"1535","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,120,0.686,66,17,"Shortlist"
"1536","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,105.25,0.601,67,18,"Shortlist"
"1537","1074-1                   ","BL        ","Business Professional",19,5,6,"High","Medium","0",175,108.15,0.618,67,19,"Shortlist"
"1538","10746-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",95.15,80,0.841,4,1,"Shortlist"
"1539","10746-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",95.15,83.2,0.874,5,2,"Shortlist"
"1540","10746-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",95.15,80,0.841,5,3,"Submit Only"
"1541","10746-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",95.15,83.2,0.874,5,4,"Shortlist"
"1542","10746-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",95.15,83.19,0.874,7,5,"Submit Only"
"1543","10746-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",95.15,91.77,0.964,7,6,"Shortlist"
"1544","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,95,1.089,0,1,"Submit Only"
"1545","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,85,0.975,0,2,"Submit Only"
"1546","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,100,1.147,0,3,"Submit Only"
"1547","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,100,1.147,1,4,"Submit Only"
"1548","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,90,1.032,5,5,"Shortlist"
"1549","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,115,1.319,9,6,"Submit Only"
"1550","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,98,1.124,10,7,"Shortlist"
"1551","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,109,1.25,12,8,"Shortlist"
"1552","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,110,1.261,12,9,"Shortlist"
"1553","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,102,1.169,14,10,"Shortlist"
"1554","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,85,0.975,22,11,"Submit Only"
"1555","10751-1                  ","BL        ","Engineering",12,31,5,"Medium","High","0",87.22,120,1.376,26,12,"Submit Only"
"1556","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,0,1,"Submit Only"
"1557","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,0,2,"Submit Only"
"1558","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,0,3,"Submit Only"
"1559","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,0,4,"Submit Only"
"1560","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,105,1.609,0,5,"Submit Only"
"1561","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,0,6,"Submit Only"
"1562","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,1,7,"Submit Only"
"1563","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,1,8,"Submit Only"
"1564","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,80,1.226,5,9,"Submit Only"
"1565","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,73.5,1.126,5,10,"Submit Only"
"1566","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,6,11,"Submit Only"
"1567","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,84,1.287,8,12,"Submit Only"
"1568","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","1",65.25,80,1.226,14,13,"Hire"
"1569","10753-1                  ","BL        ","Accounting / Finance",14,31,10,"Medium","High","0",65.25,85,1.303,14,14,"Submit Only"
"1570","10754-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",119.46,92,0.77,4,1,"Shortlist"
"1571","10754-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",119.46,107,0.896,5,2,"Shortlist"
"1572","10754-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",119.46,106.42,0.891,5,3,"Shortlist"
"1573","10754-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",119.46,85,0.712,7,4,"Shortlist"
"1574","10754-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",119.46,108.6,0.909,7,5,"Shortlist"
"1575","10754-1                  ","BL        ","Business Professional",6,10,5,"Medium","Medium","0",119.46,107.9,0.903,7,6,"Shortlist"
"1576","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","0",110,73,0.664,4,1,"Shortlist"
"1577","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","0",110,73,0.664,5,2,"Shortlist"
"1578","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","0",110,63,0.573,6,3,"Shortlist"
"1579","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","1",110,75,0.682,7,4,"Hire"
"1580","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","0",110,75,0.682,10,5,"Shortlist"
"1581","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","0",110,42.3,0.385,10,6,"Shortlist"
"1582","1078-1                   ","BL        ","Information Technology",7,5,4,"Medium","Medium","0",110,70,0.636,20,7,"Shortlist"
"1583","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36,0.975,0,1,"Submit Only"
"1584","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36.92,1,0,2,"Submit Only"
"1585","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36.92,1,0,3,"Shortlist"
"1586","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36.92,1,0,4,"Submit Only"
"1587","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,27.2,0.737,0,5,"Shortlist"
"1588","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,25,0.677,0,6,"Shortlist"
"1589","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,33.35,0.903,0,7,"Shortlist"
"1590","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36,0.975,1,8,"Shortlist"
"1591","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,23,0.623,1,9,"Shortlist"
"1592","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,28,0.758,1,10,"Submit Only"
"1593","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36.92,1,1,11,"Submit Only"
"1594","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,35,0.948,1,12,"Submit Only"
"1595","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,35,0.948,1,13,"Shortlist"
"1596","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,36,0.975,9,14,"Submit Only"
"1597","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,25,0.677,9,15,"Shortlist"
"1598","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,31.5,0.853,9,16,"Shortlist"
"1599","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,33,0.894,9,17,"Shortlist"
"1600","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,35.8,0.97,9,18,"Submit Only"
"1601","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,25,0.677,10,19,"Submit Only"
"1602","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,25,0.677,10,20,"Submit Only"
"1603","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,33.83,0.916,10,21,"Shortlist"
"1604","1078036                  ","IQN       ","Information Technology",22,22,10,"High","High","0",36.92,30,0.813,10,22,"Shortlist"
"1605","10785-1                  ","BL        ","Engineering",7,10,6,"Medium","Medium","0",133.98,112.5,0.84,1,1,"Submit Only"
"1606","10785-1                  ","BL        ","Engineering",7,10,6,"Medium","Medium","1",133.98,116.49,0.869,1,2,"Hire"
"1607","10785-1                  ","BL        ","Engineering",7,10,6,"Medium","Medium","0",133.98,101.83,0.76,1,3,"Submit Only"
"1608","10785-1                  ","BL        ","Engineering",7,10,6,"Medium","Medium","0",133.98,111.84,0.835,2,4,"Submit Only"
"1609","10785-1                  ","BL        ","Engineering",7,10,6,"Medium","Medium","0",133.98,85,0.634,2,5,"Submit Only"
"1610","10785-1                  ","BL        ","Engineering",7,10,6,"Medium","Medium","0",133.98,116.5,0.87,2,6,"Submit Only"
"1611","10788-1                  ","BL        ","Accounting / Finance",5,13,5,"Medium","Medium","0",97.46,104.5,1.072,1,1,"Submit Only"
"1612","10788-1                  ","BL        ","Accounting / Finance",5,13,5,"Medium","Medium","0",97.46,88.6,0.909,1,2,"Submit Only"
"1613","10788-1                  ","BL        ","Accounting / Finance",5,13,5,"Medium","Medium","0",97.46,99.13,1.017,1,3,"Submit Only"
"1614","10788-1                  ","BL        ","Accounting / Finance",5,13,5,"Medium","Medium","0",97.46,85,0.872,1,4,"Submit Only"
"1615","10797-1                  ","BL        ",NA,2,2,2,"Low","Low","1",158.59,211,1.33,1,1,"Hire"
"1616","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","0",125,96,0.768,0,1,"Shortlist"
"1617","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","0",125,100,0.8,1,2,"Shortlist"
"1618","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","0",125,98.75,0.79,6,3,"Shortlist"
"1619","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","0",125,100,0.8,20,4,"Interview"
"1620","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","0",125,103,0.824,25,5,"Shortlist"
"1621","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","1",125,100,0.8,32,6,"Hire"
"1622","1081-1                   ","BL        ","Scientific",7,5,4,"Medium","Medium","0",125,87.5,0.7,33,7,"Shortlist"
"1623","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,0,1,"Shortlist"
"1624","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,50,0.941,0,2,"Shortlist"
"1625","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,0,3,"Submit Only"
"1626","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,49.5,0.931,0,4,"Shortlist"
"1627","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,0,5,"Shortlist"
"1628","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,0,6,"Shortlist"
"1629","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,0,7,"Shortlist"
"1630","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,1,8,"Submit Only"
"1631","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,1,9,"Shortlist"
"1632","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,1,10,"Submit Only"
"1633","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,1,11,"Shortlist"
"1634","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,50.4,0.948,2,12,"Submit Only"
"1635","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,2,13,"Submit Only"
"1636","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,50.4,0.948,2,14,"Submit Only"
"1637","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53,0.997,2,15,"Submit Only"
"1638","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,47.51,0.894,4,16,"Shortlist"
"1639","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,63.98,1.204,4,17,"Shortlist"
"1640","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,60,1.129,4,18,"Shortlist"
"1641","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,48,0.903,4,19,"Shortlist"
"1642","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,60,1.129,7,20,"Shortlist"
"1643","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,60,1.129,7,21,"Submit Only"
"1644","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,7,22,"Submit Only"
"1645","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,7,23,"Shortlist"
"1646","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,60,1.129,7,24,"Submit Only"
"1647","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,7,25,"Shortlist"
"1648","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,7,26,"Submit Only"
"1649","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,50,0.941,7,27,"Shortlist"
"1650","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,7,28,"Submit Only"
"1651","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,55,1.035,8,29,"Submit Only"
"1652","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,53.16,1,8,30,"Submit Only"
"1653","1082774                  ","IQN       ","Accounting / Finance",31,22,14,"High","High","0",53.16,65,1.223,8,31,"Submit Only"
"1654","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,15.22,0.19,-181,1,"Submit Only"
"1655","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,15.22,1.042,0,2,"Submit Only"
"1656","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,80,5.476,182,3,"Shortlist"
"1657","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,80,1,1,4,"Shortlist"
"1658","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,80,1,1,5,"Interview"
"1659","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,80,5.476,182,6,"Interview"
"1660","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","1",14.61,80,5.476,185,7,"Hire"
"1661","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","1",80,80,1,4,8,"Hire"
"1662","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,70,4.791,185,9,"Shortlist"
"1663","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,70,0.875,4,10,"Shortlist"
"1664","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,61,0.763,6,11,"Shortlist"
"1665","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,61,4.175,187,12,"Shortlist"
"1666","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,68,4.654,187,13,"Shortlist"
"1667","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,68,0.85,6,14,"Shortlist"
"1668","1083-1                   ","BL        ","Admin / Clerical",8,6,5,"Medium","Medium","0",14.61,70,4.791,187,15,"Shortlist"
"1669","1083-1                   ","BL        ","Engineering",8,6,5,"Medium","Medium","0",80,70,0.875,6,16,"Shortlist"
"1670","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,93.25,5.665,NA,1,"Interview"
"1671","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,93.25,0.848,0,2,"Interview"
"1672","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,60,3.645,NA,3,"Shortlist"
"1673","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,60,0.545,0,4,"Shortlist"
"1674","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,95,0.864,1,5,"Shortlist"
"1675","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,95,5.772,NA,6,"Shortlist"
"1676","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,108,6.561,NA,7,"Interview"
"1677","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,108,0.982,2,8,"Interview"
"1678","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,85,0.773,22,9,"Shortlist"
"1679","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,85,5.164,NA,10,"Shortlist"
"1680","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,97,0.882,22,11,"Shortlist"
"1681","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,97,5.893,NA,12,"Shortlist"
"1682","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,80.64,4.899,NA,13,"Shortlist"
"1683","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,80.64,0.733,23,14,"Shortlist"
"1684","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,95,0.864,23,15,"Shortlist"
"1685","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,95,5.772,NA,16,"Shortlist"
"1686","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,106,0.964,23,17,"Shortlist"
"1687","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,106,6.44,NA,18,"Shortlist"
"1688","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,79,4.8,NA,19,"Shortlist"
