"","req_id","src_sys_cd","LT","SubCnt","DistrCnt","RespCnt","CompSubClass","CompDistrClass","WinLose","NTE","SubRt","Sub_NTE","SubTime","SubRank","Result"
"5962","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,60,0.833,4,19,"Submit Only"
"5963","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,70,0.972,5,20,"Submit Only"
"5964","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,73,1.014,5,21,"Submit Only"
"5965","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,68.5,0.951,5,22,"Shortlist"
"5966","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,65,0.903,6,23,"Submit Only"
"5967","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,70,0.972,7,24,"Submit Only"
"5968","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,53.55,0.744,8,25,"Submit Only"
"5969","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,70,0.972,8,26,"Shortlist"
"5970","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,57,0.792,8,27,"Submit Only"
"5971","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,67.5,0.938,12,28,"Submit Only"
"5972","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,70,0.972,13,29,"Submit Only"
"5973","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,70,0.972,15,30,"Shortlist"
"5974","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,70,0.972,15,31,"Shortlist"
"5975","14378-1                  ","BL        ","Business Professional",32,36,16,"High","High","0",72,67.5,0.938,16,32,"Submit Only"
"5976","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,3,1,"Submit Only"
"5977","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,3,2,"Submit Only"
"5978","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,4,3,"Submit Only"
"5979","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,4,4,"Submit Only"
"5980","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,5,5,"Submit Only"
"5981","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,5,6,"Submit Only"
"5982","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,6,7,"Submit Only"
"5983","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,7,8,"Submit Only"
"5984","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,9,9,"Submit Only"
"5985","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,11,10,"Submit Only"
"5986","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,13,11,"Submit Only"
"5987","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,13,12,"Submit Only"
"5988","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,34,0.971,14,13,"Submit Only"
"5989","143798                   ","PF        ","Information Technology",14,19,8,"Medium","Medium","0",35,35,1,14,14,"Submit Only"
"5990","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,0,1,"Shortlist"
"5991","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-219,2,"Shortlist"
"5992","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,0,3,"Shortlist"
"5993","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-219,4,"Shortlist"
"5994","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,81,0.901,1,5,"Shortlist"
"5995","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,81,0.295,-218,6,"Shortlist"
"5996","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,1,7,"Shortlist"
"5997","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-218,8,"Shortlist"
"5998","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,89,0.324,-218,9,"Shortlist"
"5999","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,89,0.989,1,10,"Shortlist"
"6000","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,88.74,0.323,-218,11,"Shortlist"
"6001","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,88.74,0.987,1,12,"Shortlist"
"6002","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,88.74,0.323,-218,13,"Shortlist"
"6003","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,88.74,0.987,1,14,"Shortlist"
"6004","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-218,15,"Shortlist"
"6005","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,1,16,"Shortlist"
"6006","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-218,17,"Shortlist"
"6007","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,1,18,"Shortlist"
"6008","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,2,19,"Submit Only"
"6009","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-217,20,"Submit Only"
"6010","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-217,21,"Shortlist"
"6011","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,2,22,"Shortlist"
"6012","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,2,23,"Shortlist"
"6013","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-217,24,"Shortlist"
"6014","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,89,0.989,3,25,"Shortlist"
"6015","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,89,0.324,-216,26,"Shortlist"
"6016","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,84.15,0.936,3,27,"Shortlist"
"6017","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,84.15,0.306,-216,28,"Shortlist"
"6018","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,70,0.778,3,29,"Shortlist"
"6019","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,70,0.255,-216,30,"Shortlist"
"6020","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,6,31,"Shortlist"
"6021","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-213,32,"Shortlist"
"6022","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,90,0.327,-211,33,"Submit Only"
"6023","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,90,1.001,8,34,"Submit Only"
"6024","1438-1                   ","BL        ","Business Professional",18,19,10,"High","Medium","0",275,89,0.324,-211,35,"Shortlist"
"6025","1438-1                   ","BL        ","Scientific",18,19,10,"High","Medium","0",89.95,89,0.989,8,36,"Shortlist"
"6026","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.52,1.02,0,1,"Shortlist"
"6027","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.52,1.02,0,2,"Submit Only"
"6028","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.07,1,0,3,"Shortlist"
"6029","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.07,1,0,4,"Shortlist"
"6030","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.07,1,0,5,"Submit Only"
"6031","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.07,1,0,6,"Submit Only"
"6032","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.07,1,0,7,"Shortlist"
"6033","1441-1                   ","BL        ","Scientific",8,15,2,"Medium","Medium","0",23.07,23.07,1,0,8,"Shortlist"
"6034","1441739                  ","IQN       ","Light Industrial",1,6,1,"Low","Medium","0",16.48,15.95,0.968,NA,1,"Submit Only"
"6035","1443-1                   ","BL        ","Light Industrial",4,3,2,"Low","Low","0",110.4,110,0.996,6,1,"Interview"
"6036","1443-1                   ","BL        ","Light Industrial",4,3,2,"Low","Low","0",110.4,110,0.996,7,2,"Interview"
"6037","1443-1                   ","BL        ","Light Industrial",4,3,2,"Low","Low","0",110.4,81,0.734,15,3,"Shortlist"
"6038","1443-1                   ","BL        ","Light Industrial",4,3,2,"Low","Low","1",110.4,81,0.734,15,4,"Hire"
"6039","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",19.31,19.31,1,0,1,"Submit Only"
"6040","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",318.55,19.31,0.061,-224,2,"Submit Only"
"6041","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","1",19.31,19.31,1,0,3,"Hire"
"6042","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","1",318.55,19.31,0.061,-224,4,"Hire"
"6043","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",318.55,200,0.628,4,5,"Interview"
"6044","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",19.31,200,10.357,228,6,"Interview"
"6045","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","1",19.31,240,12.429,228,7,"Hire"
"6046","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","1",318.55,240,0.753,4,8,"Hire"
"6047","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",318.55,228,0.716,7,9,"Shortlist"
"6048","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",19.31,228,11.807,231,10,"Shortlist"
"6049","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",19.31,228,11.807,231,11,"Shortlist"
"6050","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","0",318.55,228,0.716,7,12,"Shortlist"
"6051","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","1",19.31,178,9.218,237,13,"Hire"
"6052","1444-1                   ","BL        ","Accounting / Finance",7,17,4,"Medium","Medium","1",318.55,178,0.559,13,14,"Hire"
"6053","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,76,1.273,0,1,"Submit Only"
"6054","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,1,2,"Submit Only"
"6055","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,2,3,"Interview"
"6056","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,2,4,"Submit Only"
"6057","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,2,5,"Interview"
"6058","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,2,6,"Submit Only"
"6059","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,2,7,"Submit Only"
"6060","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,3,8,"Submit Only"
"6061","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,7,9,"Submit Only"
"6062","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,70,1.173,8,10,"Submit Only"
"6063","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,75,1.256,8,11,"Submit Only"
"6064","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,8,12,"Submit Only"
"6065","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,8,13,"Shortlist"
"6066","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,9,14,"Submit Only"
"6067","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,9,15,"Shortlist"
"6068","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,9,16,"Submit Only"
"6069","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,9,17,"Shortlist"
"6070","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,75.6,1.266,9,18,"Submit Only"
"6071","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,10,19,"Submit Only"
"6072","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,64.25,1.076,10,20,"Submit Only"
"6073","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,85,1.424,13,21,"Submit Only"
"6074","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,13,22,"Submit Only"
"6075","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,14,23,"Submit Only"
"6076","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,88,1.474,14,24,"Shortlist"
"6077","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,15,25,"Shortlist"
"6078","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,17,26,"Interview"
"6079","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,79.9,1.338,17,27,"Submit Only"
"6080","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,94.25,1.579,23,28,"Shortlist"
"6081","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,23,29,"Submit Only"
"6082","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,24,30,"Submit Only"
"6083","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,480,8.04,24,31,"Submit Only"
"6084","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","1",59.7,100,1.675,27,32,"Hire"
"6085","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,29,33,"Submit Only"
"6086","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,30,34,"Submit Only"
"6087","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,30,35,"Shortlist"
"6088","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,31,36,"Submit Only"
"6089","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,70,1.173,35,37,"Submit Only"
"6090","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,81,1.357,50,38,"Interview"
"6091","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,75,1.256,51,39,"Shortlist"
"6092","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,78,40,"Submit Only"
"6093","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,78,41,"Submit Only"
"6094","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,86,42,"Submit Only"
"6095","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,93,43,"Shortlist"
"6096","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,94,44,"Shortlist"
"6097","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,97,45,"Shortlist"
"6098","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,98,46,"Shortlist"
"6099","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,98,47,"Shortlist"
"6100","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,78,1.307,98,48,"Shortlist"
"6101","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,100,49,"Shortlist"
"6102","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,107,50,"Interview"
"6103","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,108,51,"Shortlist"
"6104","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,114,52,"Submit Only"
"6105","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,90,1.508,115,53,"Shortlist"
"6106","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,119,54,"Shortlist"
"6107","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,72.5,1.214,125,55,"Shortlist"
"6108","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,132,56,"Shortlist"
"6109","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,139,57,"Interview"
"6110","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,87,1.457,147,58,"Interview"
"6111","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,147,59,"Shortlist"
"6112","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,148,60,"Shortlist"
"6113","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,79,1.323,148,61,"Interview"
"6114","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,82,1.374,148,62,"Interview"
"6115","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,149,63,"Submit Only"
"6116","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,150,64,"Shortlist"
"6117","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,155,65,"Shortlist"
"6118","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,65,1.089,157,66,"Shortlist"
"6119","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,62,1.039,160,67,"Shortlist"
"6120","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,162,68,"Interview"
"6121","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,71.98,1.206,162,69,"Shortlist"
"6122","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,94.45,1.582,162,70,"Shortlist"
"6123","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,70,1.173,163,71,"Shortlist"
"6124","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,94.5,1.583,163,72,"Shortlist"
"6125","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,79,1.323,166,73,"Shortlist"
"6126","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,168,74,"Shortlist"
"6127","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,94.25,1.579,168,75,"Shortlist"
"6128","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,170,76,"Shortlist"
"6129","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,98.6,1.652,170,77,"Shortlist"
"6130","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,92,1.541,170,78,"Shortlist"
"6131","14442-1                  ","BL        ","Admin / Clerical",79,37,17,"High","High","0",59.7,80,1.34,177,79,"Shortlist"
"6132","1445-1                   ","BL        ","Information Technology",4,4,3,"Low","Low","0",168.83,152,0.9,0,1,"Shortlist"
"6133","1445-1                   ","BL        ","Information Technology",4,4,3,"Low","Low","0",168.83,168,0.995,3,2,"Submit Only"
"6134","1445-1                   ","BL        ","Information Technology",4,4,3,"Low","Low","0",168.83,168,0.995,4,3,"Submit Only"
"6135","1445-1                   ","BL        ","Information Technology",4,4,3,"Low","Low","1",168.83,150,0.888,5,4,"Hire"
"6136","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,17.88,0.356,NA,1,"Shortlist"
"6137","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,17.88,1,1,2,"Shortlist"
"6138","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,17.88,1,1,3,"Shortlist"
"6139","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,17.88,0.356,NA,4,"Shortlist"
"6140","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,17.45,0.976,1,5,"Shortlist"
"6141","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,17.45,0.347,NA,6,"Shortlist"
"6142","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,17.45,0.976,1,7,"Interview"
"6143","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,17.45,0.347,NA,8,"Interview"
"6144","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,17.45,0.347,NA,9,"Submit Only"
"6145","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,17.45,0.976,1,10,"Submit Only"
"6146","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,14.98,0.298,NA,11,"Submit Only"
"6147","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,14.98,0.838,8,12,"Submit Only"
"6148","1446-1                   ","BL        ","Business Professional",7,7,2,"Medium","Medium","0",50.22,14.98,0.298,NA,13,"Submit Only"
"6149","1446-1                   ","BL        ","Information Technology",7,7,2,"Medium","Medium","0",17.88,14.98,0.838,8,14,"Submit Only"
"6150","1446176                  ","IQN       ","Admin / Clerical",4,4,3,"Low","Low","0",16.99,16.99,1,0,1,"Shortlist"
"6151","1446176                  ","IQN       ","Admin / Clerical",4,4,3,"Low","Low","0",16.99,16.99,1,1,2,"Shortlist"
"6152","1446176                  ","IQN       ","Admin / Clerical",4,4,3,"Low","Low","0",16.99,16.14,0.95,4,3,"Shortlist"
"6153","1446176                  ","IQN       ","Admin / Clerical",4,4,3,"Low","Low","0",16.99,16.99,1,5,4,"Shortlist"
"6154","1447-1                   ","BL        ","Business Professional",4,15,2,"Low","Medium","0",27.56,27.56,1,2,1,"Submit Only"
"6155","1447-1                   ","BL        ","Business Professional",4,15,2,"Low","Medium","0",27.56,27.56,1,2,2,"Submit Only"
"6156","1447-1                   ","BL        ","Business Professional",4,15,2,"Low","Medium","0",27.56,27.56,1,2,3,"Submit Only"
"6157","1447-1                   ","BL        ","Business Professional",4,15,2,"Low","Medium","0",27.56,27.56,1,3,4,"Interview"
"6158","1448030                  ","IQN       ","Light Industrial",1,3,1,"Low","Low","0",14.03,18.39,1.311,NA,1,"Submit Only"
"6159","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,27.47,0.98,1,1,"Shortlist"
"6160","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,28,0.999,2,2,"Shortlist"
"6161","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,28.03,1,2,3,"Shortlist"
"6162","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,28,0.999,4,4,"Shortlist"
"6163","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,28,0.999,4,5,"Shortlist"
"6164","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,28,0.999,4,6,"Shortlist"
"6165","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,20.3,0.724,4,7,"Submit Only"
"6166","1448847                  ","IQN       ","Light Industrial",8,6,5,"Medium","Medium","0",28.03,28,0.999,9,8,"Shortlist"
"6167","1449621                  ","IQN       ","Accounting / Finance",3,8,2,"Low","Medium","0",33.61,33.61,1,1,1,"Shortlist"
"6168","1449621                  ","IQN       ","Accounting / Finance",3,8,2,"Low","Medium","0",33.61,33.61,1,1,2,"Shortlist"
"6169","1449621                  ","IQN       ","Accounting / Finance",3,8,2,"Low","Medium","0",33.61,32.52,0.968,1,3,"Shortlist"
"6170","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,73.9,1,0,1,"Shortlist"
"6171","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,59.9,0.811,1,2,"Shortlist"
"6172","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,74,1.001,2,3,"Submit Only"
"6173","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,66,0.893,2,4,"Shortlist"
"6174","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,74,1.001,3,5,"Shortlist"
"6175","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,74,1.001,3,6,"Shortlist"
"6176","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,70.03,0.948,8,7,"Shortlist"
"6177","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,73,0.988,13,8,"Shortlist"
"6178","1449704                  ","IQN       ","Information Technology",9,31,6,"Medium","High","0",73.9,73.9,1,14,9,"Shortlist"
"6179","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,40,0.879,0,1,"Submit Only"
"6180","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,65,1.429,0,2,"Interview"
"6181","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,65,1.429,0,3,"Submit Only"
"6182","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,65,1.429,1,4,"Submit Only"
"6183","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,60,1.319,1,5,"Submit Only"
"6184","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,53.33,1.172,2,6,"Submit Only"
"6185","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,60,1.319,5,7,"Interview"
"6186","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,70,1.538,5,8,"Shortlist"
"6187","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,65,1.429,6,9,"Submit Only"
"6188","14498-1                  ","BL        ","Call Center",10,39,7,"Medium","High","0",45.5,65,1.429,7,10,"Submit Only"
"6189","14499-1                  ","BL        ","Business Professional",32,36,14,"High","High","0",52.07,85,1.632,0,1,"Submit Only"
"6190","14499-1                  ","BL        ","Business Professional",32,36,14,"High","High","0",52.07,99,1.901,0,2,"Submit Only"
